trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.7, 'e': 0.0038571152209938807}",25,10,-18.389832812975165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
554,False,"{'a': 0.7, 'e': 0.0038185440687839418}",25,11,24.65915129522133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.7, 'e': 0.003780358628096102}",25,13,23.214835808455604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.7, 'e': 0.0037425550418151415}",25,6,36.186564422448,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.7, 'e': 0.0037051294913969897}",20,12,14.07337550475059,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.7, 'e': 0.00366807819648302}",20,0,29.961583947285412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
559,False,"{'a': 0.7, 'e': 0.0036313974145181895}",20,10,17.417468768589135,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.7, 'e': 0.003595083440373008}",20,14,11.774748301980477,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.7, 'e': 0.003559132605969278}",25,13,21.688309082171013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.7, 'e': 0.003523541279909585}",20,10,16.835699497712874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.7, 'e': 0.003488305867110489}",25,14,16.91121123702461,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.7, 'e': 0.003453422808439384}",20,9,20.614318054130525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.7, 'e': 0.0034188885803549903}",25,11,23.458482249228712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.7, 'e': 0.0033846996945514404}",20,3,30.28147763479541,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.7, 'e': 0.003350852697605926}",20,11,17.908392316188312,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.7, 'e': 0.0033173441706298664}",20,0,30.604802750374883,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
569,False,"{'a': 0.7, 'e': 0.0032841707289235677}",20,7,22.304727780618137,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.7, 'e': 0.003251329021634332}",35,24,25.400787483004724,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.7, 'e': 0.0032188157314179885}",20,16,7.41416143030936,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.7, 'e': 0.003186627574103809}",30,15,33.881446687147445,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.7, 'e': 0.0031547612983627705}",25,17,14.566976864315453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.7, 'e': 0.003123213685379143}",35,20,28.03050682353732,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.7, 'e': 0.0030919815485253516}",25,18,14.507824414134136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.7, 'e': 0.003061061733040098}",20,16,8.104005813362704,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.7, 'e': 0.003030451115709697}",20,14,14.05451532967201,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.7, 'e': 0.0030001466045526}",25,14,21.678440041501414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.7, 'e': 0.002970145138507074}",20,13,13.257093434584315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.7, 'e': 0.002940443687122003}",20,10,15.84501633397037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.7, 'e': 0.002911039250250783}",25,14,22.318360370769035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.7, 'e': 0.0028819288577482754}",20,16,5.862751986860258,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.7, 'e': 0.0028531095691707925}",20,12,17.204759544242435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.7, 'e': 0.0028245784734790844}",25,15,21.752925416424777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.7, 'e': 0.0027963326887442937}",20,2,32.159930182573255,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.7, 'e': 0.0027683693618568506}",20,12,13.379416122067413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.7, 'e': 0.002740685668238282}",25,19,9.445899523863217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.7, 'e': 0.0027132788115558993}",30,15,29.9314347390305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.7, 'e': 0.0026861460234403403}",20,16,5.627245402039338,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.7, 'e': 0.002659284563205937}",25,0,40.75829175711149,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
591,False,"{'a': 0.7, 'e': 0.0026326917175738774}",20,15,11.334707029319691,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.7, 'e': 0.0026063648003981387}",30,19,20.85953260715372,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.7, 'e': 0.0025803011523941573}",30,17,28.02104611822911,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.7, 'e': 0.0025544981408702158}",30,13,35.28183572221286,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.7, 'e': 0.0025289531594615135}",30,8,41.09615992850164,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.7, 'e': 0.0025036636278668984}",20,12,11.458165624790702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.7, 'e': 0.0024786269915882293}",20,14,10.889672286000899,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.7, 'e': 0.002453840721672347}",35,24,18.575429280460373,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.7, 'e': 0.0024293023144556234}",20,11,17.77772208892683,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.7, 'e': 0.0024050092913110673}",25,12,23.537656169963082,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.7, 'e': 0.0023809591983979567}",20,0,32.23956387853852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
602,False,"{'a': 0.7, 'e': 0.002357149606413977}",25,13,18.67896404432297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.7, 'e': 0.002333578110349837}",30,14,28.04105363595499,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.7, 'e': 0.0023102423292463386}",25,14,22.09989946492764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.7, 'e': 0.0022871399059538754}",20,12,14.304043713731108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.7, 'e': 0.0022642685068943367}",30,6,38.74810288286931,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.7, 'e': 0.002241625821825393}",25,2,36.97613662191466,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.7, 'e': 0.0022192095636071395}",20,5,26.654644241070528,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.7, 'e': 0.002197017467971068}",20,14,12.758368659311307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.7, 'e': 0.002175047293291357}",30,10,35.74545713901956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.7, 'e': 0.002153296820358444}",30,17,26.475095081013368,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.7, 'e': 0.0021317638521548593}",20,8,23.008702178946997,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.7, 'e': 0.0021104462136333105}",20,10,21.918797843420997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.7, 'e': 0.0020893417514969773}",25,17,14.985249746065394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.7, 'e': 0.0020684483339820075}",25,18,13.275449725093038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.7, 'e': 0.0020477638506421875}",20,2,25.904175402031278,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.7, 'e': 0.0020272862121357657}",30,3,45.51856028702573,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.7, 'e': 0.002007013350014408}",30,13,30.966545931934114,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.7, 'e': 0.0019869432165142637}",25,17,-26.24101972203198,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
620,False,"{'a': 0.7, 'e': 0.001967073784349121}",25,6,35.79237263623504,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.7, 'e': 0.00194740304650563}",25,0,46.15152600441493,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
622,False,"{'a': 0.7, 'e': 0.0019279290160405737}",30,7,43.41869262971166,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.7, 'e': 0.001908649725880168}",20,0,32.25369307200394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
624,False,"{'a': 0.7, 'e': 0.0018895632286213661}",25,13,20.527536401278628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.7, 'e': 0.0018706675963351526}",25,4,30.50014258309491,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.7, 'e': 0.001851960920371801}",20,9,19.265812340130086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.7, 'e': 0.001833441311168083}",20,9,16.764853358401577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.7, 'e': 0.0018151068980564022}",20,7,24.477014596363816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.7, 'e': 0.001796955829075838}",25,10,27.064996677758504,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.7, 'e': 0.0017789862707850797}",25,17,15.50195201430849,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.7, 'e': 0.001761196408077229}",20,5,23.12476851941593,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.7, 'e': 0.0017435844439964566}",20,13,13.11200825182055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.7, 'e': 0.001726148599556492}",20,12,13.339306003265241,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.7, 'e': 0.001708887113560927}",25,3,-5.753259929885271,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
635,False,"{'a': 0.7, 'e': 0.0016917982424253177}",20,2,31.836915094196794,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.7, 'e': 0.0016748802600010646}",30,21,17.954195695258257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.7, 'e': 0.0016581314574010539}",20,11,15.153317407188826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.7, 'e': 0.0016415501428270432}",20,0,31.708437532481188,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
639,False,"{'a': 0.7, 'e': 0.001625134641398773}",20,0,30.733942022338653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
640,False,"{'a': 0.7, 'e': 0.001608883294984785}",25,7,26.837206196473886,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.7, 'e': 0.0015927944620349372}",20,3,30.98827774536316,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.7, 'e': 0.0015768665174145879}",20,9,17.448737652862704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.7, 'e': 0.001561097852240442}",30,8,38.27645185090337,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.7, 'e': 0.0015454868737180376}",20,16,6.490271637659501,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.7, 'e': 0.0015300320049808573}",25,14,21.402198141880998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.7, 'e': 0.0015147316849310486}",20,10,16.190486433751616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.7, 'e': 0.001499584368081738}",30,16,26.22027504713451,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.7, 'e': 0.0014845885244009207}",20,10,19.8570100918452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.7, 'e': 0.0014697426391569114}",20,10,20.255899663159255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.7, 'e': 0.0014550452127653423}",20,6,23.985394557331404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.7, 'e': 0.001440494760637689}",20,7,25.782334917676316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.7, 'e': 0.001426089813031312}",20,13,13.45946082649221,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.7, 'e': 0.0014118289149009989}",25,10,22.05170037171928,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.7, 'e': 0.0013977106257519888}",25,16,13.85803936311779,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.7, 'e': 0.001383733519494469}",20,11,17.173409165037107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.7, 'e': 0.0013698961842995242}",25,17,15.759448757194177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.7, 'e': 0.001356197222456529}",20,14,10.71432837698376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.7, 'e': 0.0013426352502319636}",30,13,31.142461312017424,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.7, 'e': 0.001329208897729644}",30,17,24.07072901693195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.7, 'e': 0.0013159168087523475}",25,11,24.699142146988997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.7, 'e': 0.0013027576406648242}",20,10,19.533065861384728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.7, 'e': 0.0012897300642581758}",20,5,26.987432273512713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.7, 'e': 0.001276832763615594}",20,6,24.722583703219886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.7, 'e': 0.0012640644359794382}",30,7,42.77874021786657,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.7, 'e': 0.0012514237916196437}",20,13,12.970613642111484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.7, 'e': 0.0012389095537034473}",20,11,17.8338596430997,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.7, 'e': 0.0012265204581664128}",20,14,13.89629379851457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.7, 'e': 0.0012142552535847487}",25,0,32.38430692458686,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
669,False,"{'a': 0.7, 'e': 0.0012021127010489012}",20,6,27.64477150367898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.7, 'e': 0.0011900915740384122}",30,15,29.348767825042067,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.7, 'e': 0.001178190658298028}",20,7,24.11159305551501,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.7, 'e': 0.0011664087517150477}",25,13,21.90560338024333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.7, 'e': 0.0011547446641978973}",25,17,15.203080174329578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.7, 'e': 0.0011431972175559183}",20,13,10.879512846819118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.7, 'e': 0.0011317652453803591}",20,5,24.541675156068813,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.7, 'e': 0.0011204475929265554}",25,0,35.79191784478158,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
677,False,"{'a': 0.7, 'e': 0.0011092431169972899}",25,13,25.269372198585184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.7, 'e': 0.001098150685827317}",25,0,40.9151625548243,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.7, 'e': 0.0010871691789690438}",30,18,24.981536624648733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.7, 'e': 0.0010762974871793534}",30,18,23.356981015422058,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.7, 'e': 0.0010655345123075598}",20,12,15.09315799502724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.7, 'e': 0.0010548791671844842}",20,9,19.159195941767976,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.7, 'e': 0.0010443303755126394}",20,12,12.465666726769717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.7, 'e': 0.001033887071757513}",20,16,7.152091561084834,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.7, 'e': 0.0010235482010399377}",30,0,41.50764570611592,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.7, 'e': 0.0010133127190295385}",25,9,28.24246711025358,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.7, 'e': 0.001003179591839243}",20,15,9.772779322692603,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.7, 'e': 0.0009931477959208507}",25,11,25.94771909718183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.7, 'e': 0.0009832163179616421}",25,8,35.72578282524759,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.7, 'e': 0.0009733841547820256}",30,19,19.77163328092161,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.7, 'e': 0.0009636503132342054}",30,13,31.030427011290822,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.7, 'e': 0.0009540138101018634}",20,7,23.140329560367427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.7, 'e': 0.0009444736720008447}",20,6,-15.4593089820501,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
694,False,"{'a': 0.7, 'e': 0.0009350289352808363}",20,3,28.33203908790496,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.7, 'e': 0.0009256786459280278}",20,8,23.07879883902287,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.7, 'e': 0.0009164218594687476}",20,8,24.328069856610593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.7, 'e': 0.0009072576408740601}",25,18,3.6294708647214855,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.7, 'e': 0.0008981850644653195}",20,5,25.599565785059507,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.7, 'e': 0.0008892032138206663}",35,12,37.35836908339389,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.7, 'e': 0.0008803111816824596}",20,16,7.756113131180518,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.7, 'e': 0.000871508069865635}",35,20,24.511722498731277,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.7, 'e': 0.0008627929891669786}",20,10,17.91303157622962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.7, 'e': 0.0008541650592753089}",20,11,14.82422492817724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.7, 'e': 0.0008456234086825558}",25,5,33.56228836985941,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.7, 'e': 0.0008371671745957302}",20,6,25.02990664979277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.7, 'e': 0.0008287955028497729}",25,8,29.104303674968357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.7, 'e': 0.0008205075478212752}",25,17,14.963678067458291,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.7, 'e': 0.0008123024723430624}",25,11,26.94704711908294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.7, 'e': 0.0008041794476196318}",20,10,19.48238237026993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.7, 'e': 0.0007961376531434354}",20,0,30.342744514802646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
711,False,"{'a': 0.7, 'e': 0.0007881762766120011}",20,8,18.084271463222205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.7, 'e': 0.000780294513845881}",25,7,31.596219531857372,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.7, 'e': 0.0007724915687074222}",20,0,34.87671477493239,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.7, 'e': 0.000764766653020348}",25,14,20.28341352928743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.7, 'e': 0.0007571189864901445}",20,11,15.318816359572152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.7, 'e': 0.000749547796625243}",35,7,49.273313519872644,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.7, 'e': 0.0007420523186589907}",20,13,13.065086310904844,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.7, 'e': 0.0007346317954724008}",20,9,19.900274860470105,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.7, 'e': 0.0007272854775176767}",20,10,17.78208901805381,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.7, 'e': 0.0007200126227424999}",20,13,15.10752814191071,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.7, 'e': 0.0007128124965150749}",25,9,28.498910316989395,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.7, 'e': 0.0007056843715499242}",20,14,11.979359323514426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.7, 'e': 0.0006986275278344249}",30,16,24.33079719605095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.7, 'e': 0.0006916412525560807}",20,5,29.07699308706427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.7, 'e': 0.0006847248400305198}",20,4,26.706042389545416,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.7, 'e': 0.0006778775916302147}",25,1,27.61925388039252,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.7, 'e': 0.0006710988157139125}",20,3,31.48399034013761,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.7, 'e': 0.0006643878275567733}",20,2,33.08657890210013,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.7, 'e': 0.0006577439492812056}",30,14,30.012289519820055,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.7, 'e': 0.0006511665097883936}",20,9,22.181571284757034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.7, 'e': 0.0006446548446905096}",30,14,28.20579328277075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.7, 'e': 0.0006382082962436045}",30,8,38.72159289633367,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.7, 'e': 0.0006318262132811685}",25,13,20.07657959979402,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.7, 'e': 0.0006255079511483568}",20,0,35.274620087015734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
735,False,"{'a': 0.7, 'e': 0.0006192528716368732}",30,0,43.14834510255315,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
736,False,"{'a': 0.7, 'e': 0.0006130603429205045}",20,14,9.28514673426347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
