trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.7, 'e': 0.1589427091997875}",20,9,-35.060041892804904,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.7, 'e': 0.15735328210778962}",30,18,21.982801409329934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 0.15577974928671173}",25,11,26.682527905866557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.7, 'e': 0.1542219517938446}",20,13,12.891140121682898,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 0.15267973227590617}",25,18,-3.6771754973498054,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 0.1511529349531471}",20,5,-18.06286074390108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.7, 'e': 0.14964140560361563}",30,10,-37.610828453025,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
190,False,"{'a': 0.7, 'e': 0.14814499154757946}",30,17,24.671075666503246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.7, 'e': 0.14666354163210368}",20,0,-25.49396418740511,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
192,False,"{'a': 0.7, 'e': 0.14519690621578263}",25,13,23.587196878130964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.7, 'e': 0.1437449371536248}",20,8,19.473872603388557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 0.14230748778208857}",25,3,28.075305311541182,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.14088441290426768}",20,9,18.358455591319924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.139475568775225}",20,14,14.363320512790589,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 0.13808081308747275}",30,15,15.261722918147726,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.7, 'e': 0.136700004956598}",20,7,19.884631826257312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.13533300490703204}",20,10,6.879429070298021,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 0.13397967485796172}",20,6,1.982846429623491,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.1326398781093821}",30,0,34.139662921308314,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
202,False,"{'a': 0.7, 'e': 0.13131347932828827}",25,20,6.374564871134254,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.1300003445350054}",25,1,13.753545768510403,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 0.12870034108965533}",20,10,18.117022964681986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.1274133376787588}",25,17,1.9016975778656986,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 0.12613920430197118}",30,19,20.6617607945616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 0.12487781225895148}",20,5,22.781542118641873,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 0.12362903413636196}",20,3,-36.86525454523073,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
209,False,"{'a': 0.7, 'e': 0.12239274379499834}",30,23,13.321655719973284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.12116881635704835}",20,8,8.571079393381096,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.7, 'e': 0.11995712819347787}",20,4,19.54320383871053,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 0.11875755691154309}",25,15,17.9423806119676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 0.11756998134242766}",20,5,-39.636064513933626,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
214,False,"{'a': 0.7, 'e': 0.11639428152900338}",20,11,3.860493323826704,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.11523033871371334}",30,8,37.106344359264426,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 0.1140780353265762}",25,12,24.18735367450479,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.7, 'e': 0.11293725497331045}",20,14,12.22330713409047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 0.11180788242357734}",25,7,6.858675601787422,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
219,False,"{'a': 0.7, 'e': 0.11068980359934157}",20,2,30.841353631611373,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 0.10958290556334815}",30,0,24.55122868131815,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
221,False,"{'a': 0.7, 'e': 0.10848707650771466}",25,3,24.63068870978581,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 0.10740220574263752}",20,0,25.699160543460195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.7, 'e': 0.10632818368521114}",30,13,27.299695000520543,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.10526490184835903}",20,11,-24.480268674920232,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.7, 'e': 0.10421225282987544}",30,11,-9.856982356887158,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.7, 'e': 0.10317013030157669}",20,10,20.72235999831452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 0.10213842899856092}",20,12,13.686398281218512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 0.10111704470857531}",25,15,8.246057381433983,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.7, 'e': 0.10010587426148955}",25,12,-32.49660780645903,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
230,False,"{'a': 0.7, 'e': 0.09910481551887466}",25,7,24.603701979431325,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 0.0981137673636859}",20,11,16.827866122158007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 0.09713262969004904}",25,11,26.842186782457922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7, 'e': 0.09616130339314856}",25,6,10.593375628011975,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.7, 'e': 0.09519969035921708}",25,11,-1.2298298842759208,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.7, 'e': 0.0942476934556249}",20,9,8.496277063000175,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 0.09330521652106866}",25,3,38.25043781452284,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7, 'e': 0.09237216435585796}",30,19,10.433883811069652,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 0.09144844271229938}",25,13,25.50626405937889,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 0.0905339582851764}",30,22,15.126722051250827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7, 'e': 0.08962861870232462}",20,9,15.650808648923558,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 0.08873233251530138}",25,8,28.60965394547249,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 0.08784500919014836}",25,8,33.52235188573777,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 0.08696655909824688}",20,15,-13.754298054201502,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
244,False,"{'a': 0.7, 'e': 0.0860968935072644}",20,3,-20.70969128652894,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.7, 'e': 0.08523592457219176}",25,16,-25.756666556214427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.7, 'e': 0.08438356532646984}",25,13,18.767723288525776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 0.08353972967320515}",25,18,16.161181088785582,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7, 'e': 0.0827043323764731}",20,12,13.079716547150198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7, 'e': 0.08187728905270836}",25,13,-17.710692504152316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.7, 'e': 0.08105851616218128}",20,0,20.621097248179677,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.7, 'e': 0.08024793100055946}",20,6,24.037229006991666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 0.07944545169055386}",30,3,-5.153158501720999,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
253,False,"{'a': 0.7, 'e': 0.07865099717364833}",20,7,23.316173942009648,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 0.07786448720191184}",25,0,31.904520858328876,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
255,False,"{'a': 0.7, 'e': 0.07708584232989273}",30,2,49.48651320251213,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 0.0763149839065938}",20,3,18.726363729007694,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.7, 'e': 0.07555183406752786}",25,15,15.953443047983988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 0.07479631572685258}",25,20,10.113666296646464,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 0.07404835256958406}",20,8,11.33714699961242,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.7, 'e': 0.07330786904388821}",25,16,3.6881600026165464,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.7, 'e': 0.07257479035344933}",30,17,23.86127814142882,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7, 'e': 0.07184904244991483}",25,19,12.111802307636662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7, 'e': 0.07113055202541568}",20,6,25.72961274872005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 0.07041924650516153}",20,6,26.087652263481345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 0.06971505404010991}",20,6,18.82006435502873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 0.06901790349970881}",30,0,51.90855669841596,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.7, 'e': 0.06832772446471172}",20,14,10.08770914708292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 0.0676444472200646}",20,13,1.2247089982873542,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 0.06696800274786396}",25,0,-7.996069982779232,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
270,False,"{'a': 0.7, 'e': 0.06629832272038531}",25,0,24.86061169722933,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
271,False,"{'a': 0.7, 'e': 0.06563533949318147}",20,12,14.695050796230134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.06497898609824965}",25,0,-9.796799629197938,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
273,False,"{'a': 0.7, 'e': 0.06432919623726716}",20,7,0.7831379745425977,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 0.06368590427489448}",20,7,25.168790591751574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.06304904523214554}",25,18,13.109457317867752,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 0.06241855477982408}",25,7,31.754051800610455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.06179436923202584}",20,0,30.932120519254337,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.7, 'e': 0.06117642553970558}",20,8,21.020108455558425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7, 'e': 0.06056466128430853}",30,9,34.62011773139097,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.05995901467146544}",25,13,24.625276519098037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 0.059359424524750785}",20,5,22.950111735869694,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.05876583027950327}",20,12,2.7110581746106606,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.05817817197670824}",30,13,25.366638653546318,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.05759639025694116}",20,7,23.503166144737754,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.057020426354371746}",35,13,22.046305616839973,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.05645022209082803}",20,15,7.206924885518827,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.05588571986991975}",30,7,-18.944778729930853,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
288,False,"{'a': 0.7, 'e': 0.05532686267122055}",25,0,-4.889562590532693,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
289,False,"{'a': 0.7, 'e': 0.05477359404450834}",20,6,24.65276287071951,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 0.05422585810406326}",20,12,6.124296485053395,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 0.05368359952302263}",20,12,14.307572963184281,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 0.0531467635277924}",35,4,45.951083455955015,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.05261529589251448}",20,14,11.79879049827982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 0.05208914293358933}",20,0,25.49871452583696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.7, 'e': 0.05156825150425344}",25,18,12.428982399739414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 0.0510525689892109}",30,18,21.625105423245255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 0.050542043299318794}",20,12,2.957152708182189,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.050036622866325604}",20,11,13.834621380596424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 0.04953625663766235}",25,9,28.49140257710637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 0.04904089407128572}",20,6,18.262463811297497,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 0.04855048513057287}",30,15,25.799769434596655,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 0.04806498027926714}",20,6,16.92785084220275,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 0.047584330476474465}",20,14,3.784575236396393,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 0.04710848717170972}",30,0,38.16266827895249,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.7, 'e': 0.04663740229999262}",20,16,9.175372640916493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 0.046171028276992696}",25,9,13.812120589143063,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 0.045709317994222766}",30,0,38.46806238172474,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
308,False,"{'a': 0.7, 'e': 0.04525222481428054}",20,8,21.805658204902123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 0.04479970256613774}",30,13,34.47607090221828,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 0.044351705540476356}",30,15,26.824392768075043,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 0.043908188485071595}",20,0,31.38337801327171,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.7, 'e': 0.04346910660022087}",30,13,35.73616091654061,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 0.04303441553421867}",30,15,19.053660102464164,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 0.04260407137887648}",25,8,17.728046860649364,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 0.04217803066508771}",30,24,11.448618141741424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 0.04175625035843684}",25,5,32.204736712556524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.7, 'e': 0.04133868785485247}",25,11,2.7339042525854333,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.7, 'e': 0.040925300976303945}",30,19,6.9247476998813955,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 0.0405160479665409}",20,9,20.772073450838995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.7, 'e': 0.040110887486875496}",25,18,13.062478406996043,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.7, 'e': 0.03970977861200674}",20,3,32.527361300271465,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.039312680825886674}",20,0,16.76323360318884,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.7, 'e': 0.038919554017627804}",20,2,16.314616092284655,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 0.03853035847745152}",25,15,4.157156331443961,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.7, 'e': 0.03814505489267701}",25,5,38.750375431949664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.7, 'e': 0.03776360434375024}",20,2,31.36164934314,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 0.03738596830031274}",30,8,35.82604201271073,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 0.03701210861730961}",30,0,42.71719573548136,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.7, 'e': 0.03664198753113651}",20,6,19.176746918633107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.7, 'e': 0.036275567655825146}",25,6,35.19036490115056,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.7, 'e': 0.0359128119792669}",25,15,21.63454163151693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.7, 'e': 0.035553683859474224}",25,0,-2.6873086879769974,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
333,False,"{'a': 0.7, 'e': 0.035198147020879485}",25,9,27.815499331155973,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 0.03484616555067069}",20,1,32.511933339542345,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.7, 'e': 0.03449770389516398}",25,19,11.2584430996557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 0.03415272685621234}",20,12,14.784760233704734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.7, 'e': 0.03381119958765022}",20,6,21.297684374098722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.7, 'e': 0.03347308759177372}",35,13,36.66694620921949,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.7, 'e': 0.03313835671585598}",25,12,19.6039102782678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.7, 'e': 0.03280697314869742}",20,10,16.82613098164734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.7, 'e': 0.03247890341721044}",20,0,-10.534758519811174,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.7, 'e': 0.03215411438303834}",25,12,24.397973215370868,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.7, 'e': 0.031832573239207955}",25,17,19.55391061027412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.7, 'e': 0.031514247506815876}",20,9,22.670616469831273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.7, 'e': 0.031199105031747717}",20,8,22.574449680359418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.7, 'e': 0.03088711398143024}",20,0,31.80040327050883,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.7, 'e': 0.030578242841615935}",35,18,31.00892139151322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.7, 'e': 0.030272460413199778}",20,4,20.40332032100549,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 0.02996973580906778}",20,7,25.359234920526227,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.7, 'e': 0.029670038450977102}",20,11,14.24919367639688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.7, 'e': 0.02937333806646733}",25,13,16.472099402225133,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.7, 'e': 0.029079604685802656}",25,5,33.99436845321867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.7, 'e': 0.02878880863894463}",30,16,28.140106106583698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.7, 'e': 0.02850092055255518}",25,10,14.750296070367614,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.7, 'e': 0.02821591134702963}",20,12,15.261739050543834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.7, 'e': 0.027933752233559334}",30,9,33.71169951451298,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.7, 'e': 0.027654414711223742}",25,3,-43.370816738456334,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
358,False,"{'a': 0.7, 'e': 0.027377870564111503}",25,11,-14.979460872827218,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
359,False,"{'a': 0.7, 'e': 0.02710409185847039}",20,6,27.628925339009747,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.7, 'e': 0.026833050939885684}",20,2,23.059500267851202,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.7, 'e': 0.026564720430486827}",20,10,20.12977141463006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.7, 'e': 0.026299073226181958}",25,2,33.45295839766956,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.7, 'e': 0.026036082493920136}",20,4,27.767741902223424,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.7, 'e': 0.025775721668980935}",20,6,27.287442580317972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.7, 'e': 0.025517964452291125}",30,9,36.60723129671792,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.7, 'e': 0.025262784807768213}",20,12,14.309330445419535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.7, 'e': 0.025010156959690534}",20,6,25.455703694901555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
